Topic	PC	Keywords	Text	label	tweet
13.0	0.104	partido, votar, derecha, politico, voto, eleccion, ganar, izquierda, gobernar, cataluña, mayoria, pacto, campaña, favor, oposicion, catalan, elegir, pactar, juez, electoral	['lider', 'politico', 'felicitar', 'respirar', 'tranquilo', 'vacuna', 'expresar', 'apoyar', 'gobierno', 'nuñez']	@user51	(1/3) ¿Puede haber algún líder político en el mundo que no se haya felicitado, que no haya respirado tranquilo al conocer que empieza la vacuna? Al menos algunos no lo expresan, no vaya a parecer que apoyan a un gobierno en algo. En 7 días Nuñez no ha dicho ni mú sobre ello.
2.0	0.0929	libertad, defender, español, españa, democracia, frente, pueblo, apoyo, fuerza, defensa, rey, respeto, constitucion, democratico, unidad, presidente, reconocer, interes, nacional, guerra	['articulo', 'unidad', 'seriedad', 'empatia', 'dirigente', 'partido', 'triste', 'puntualizar', 'numero', 'denunciar', 'saludo']	@user51	De este artículo en el que pido unidad, seriedad y empatía, en el que hablo bien de dirigentes de todos los partidos ¿sólo os quedáis con esto? Es triste. También es lo único que podéis puntualizar a pesar de vuestros números hechos que denuncio. Saludos
12.0	0.0975	politica, publico, educacion, servicio, forma, institucion, programa, sanidad, sistema, comun, jugar, realidad, explicar, falta, recurso, clase, calidad, dedicar, ciencia, privado	['convertir', 'profesional', 'admirar', 'frase', 'debil', 'universal', 'antologico']	@user51	@user se ha convertido, desde hace muchos años, en uno de los profesionales que más admiro. Su frase final “usar a los más débiles es universal” es antológica. Gracias
3.0	0.1153	madrid, pandemia, salud, caso, sanitario, comunidad, covid, ayuso, gestion, unido, virus, responsabilidad, alarma, vacuna, medida, decision, parar, personal, centro, ccaa	['video', 'clm', 'poblacion', 'vacunado', 'estadistica', 'oficial', 'poblacion', 'calculo', 'conveniencia']	@user51	Y para que quede claro: cuando Nuñez hablaba en este vídeo de que CLM llevaba el 8,5% de la población vacunada, habla de los mayores de 12 años que eran las estadísticas oficiales. No se refería al 3% de la población total. Sois los únicos que cambiáis el cálculo a conveniencia.
3.0	0.118	madrid, pandemia, salud, caso, sanitario, comunidad, covid, ayuso, gestion, unido, virus, responsabilidad, alarma, vacuna, medida, decision, parar, personal, centro, ccaa	['viernes', 'santo', 'castilla', 'mancha', 'vacunar', 'noticia', 'nacional', 'reconocer', 'mentir', 'pandemia', 'vacunar', 'rueda', 'prensa', 'lunes', 'valorar', 'esfuerzo', 'profesional']	@user51	Viernes Santo. Castilla-La Mancha sigue vacunando y es noticia nacional. ¿Reconocerá el @user que, una vez más, mintió sobre la pandemia al decir que no se vacunaba? Darán una rueda de prensa el lunes valorando el esfuerzo de @user y sus profesionales? @user
5.0	0.086	perder, noticia, palabra, debate, sacar, mentira, verguenza, razon, foto, servir, valer, duda, idea, demostrar, faltar, red, prensa, diario, informacion, publicar	['izquierda', 'obstante', 'intensificar', 'etiqueta', 'capaz', 'nazis', 'supremacista', 'negacioncita', 'propagador', 'odio', 'lograr', 'video']	@user52	"La izquierda no obstante trato de intensificar las etiquetas. Desde hace unos años han sido capaces de todo. . Pensaron que llamándonos ""nazis, supremacistas, negacioncitas y propagadores de odio"" iban a poder lograrlo. Pepe the Frog es un ejemplo. Miren este vídeo"
10.0	0.1262	derecho, ley, social, cumplir, justicia, igualdad, aprobar, paso, lucha, real, garantizar, avanzar, sociedad, seguridad, vivienda, historico, pension, dadania, lograr, proteccion	['presentacion', 'lista', 'toledo', 'escaño', 'toledo', 'garantizar', 'trasladar', 'congreso', 'provocado', 'toledo']	@user52	"📷 Hoy hemos realizado la presentación de la lista de [POLITICAL_PARTY] por Toledo. ➡ ""Los únicos escaños por Toledo que pueden garantizar su no a Pedro Sánchez son los de [POLITICAL_PARTY]"". ➡ ""Vamos a trasladar al Congreso los problemas provocados por el [POLITICAL_PARTY] y [POLITICAL_PARTY] en Toledo""."
10.0	0.1097	derecho, ley, social, cumplir, justicia, igualdad, aprobar, paso, lucha, real, garantizar, avanzar, sociedad, seguridad, vivienda, historico, pension, dadania, lograr, proteccion	['toledo', 'celebrar', 'guardia', 'civil', 'patrona', 'agradecer', 'labor', 'defensa', 'frontera', 'derecho', 'frente', 'separatista', 'garantizar', 'seguridad', 'carretera', 'españa']	@user52	En Toledo, celebrando el #12deOctubre junto a la Guardia Civil y su Patrona 💪🇪🇦. Un día para agradecer su labor en defensa de nuestras fronteras y nuestro Estado de Derecho frente a los separatistas. También por garantizar la seguridad en nuestras carreteras. . ¡Viva España!
9.0	0.1202	millon, andalucia, euro, presupuesto, apoyar, permitir, mantener, dinero, EUR, recibir, alto, punto, provincia, obra, suponer, dato, andaluz, junta, region, pge	['demostrar', 'falta', 'prevision', 'ineficacia', 'descoordinacion', 'gobierno', 'junta', 'castilla', 'mancha', 'suponer', 'español', 'necesitar', 'hospital', 'equipado', 'pagar']	@user52	❌ No hacerlo es volver a demostrar la falta de previsión, ineficacia y descoordinación de este Gobierno y de la Junta de Castilla La Mancha. Y lo que es peor: supone que los españoles no puedan utilizar, cuando más lo necesitan, un hospital equipado que han pagado.
3.0	0.1199	madrid, pandemia, salud, caso, sanitario, comunidad, covid, ayuso, gestion, unido, virus, responsabilidad, alarma, vacuna, medida, decision, parar, personal, centro, ccaa	['caso', 'sospechoso', 'publico', 'esposa', 'presidente', 'gobierno', 'positivo', 'prueba', 'covid', 'rtve', 'eco', 'noticia', 'imagen', 'begoña', 'gomez', 'manifestacion', 'retirar']	@user52	📷 Otro caso sospechoso: el pasado 15 de marzo se hizo público que la esposa del presidente del Gobierno había dado positivo en la prueba del COVID-19. . RTVE se hizo eco de la noticia con la imagen de Begoña Gómez en la manifestación del #8m, que minutos después retiró.
13.0	0.1027	partido, votar, derecha, politico, voto, eleccion, ganar, izquierda, gobernar, cataluña, mayoria, pacto, campaña, favor, oposicion, catalan, elegir, pactar, juez, electoral	['presidente', 'tornero', 'medida', 'evitar', 'izquierda', 'cadena', 'publico', 'campaña', 'politica', 'exigir', 'junta', 'electoral', 'central', 'devolver', 'español']	@user52	Desde @user preguntaremos al presidente de TVE, José María Pérez Tornero, qué medidas tomará para evitar que la izquierda vuelva a utilizar la cadena pública para hacer campaña política, como le exige la Junta Electoral Central. . ¡Devolveremos TVE a los españoles!
9.0	0.1044	millon, andalucia, euro, presupuesto, apoyar, permitir, mantener, dinero, EUR, recibir, alto, punto, provincia, obra, suponer, dato, andaluz, junta, region, pge	['consumo', 'television', 'españa', 'experimentar', 'incremento', 'alarma', 'confinamiento', 'aumento', 'superior', 'registrar', 'historia', 'explicacion', 'rosa', 'maria', 'mateo']	@user52	📉 El consumo de televisión en España ha experimentado un gran incremento durante el estado de alarma (en la 1ª semana de confinamiento, el aumento fue superior al 40%). Sin embargo, TVE puede registrar el peor mes de abril de su historia. ¿Qué explicación dará Rosa María Mateo?
9.0	0.1319	millon, andalucia, euro, presupuesto, apoyar, permitir, mantener, dinero, EUR, recibir, alto, punto, provincia, obra, suponer, dato, andaluz, junta, region, pge	['españa', 'atravesar', 'grave', 'crisis', 'economico', 'gobierno', 'incrementar', 'asignacion', 'publico', 'millon', 'EUR', 'millon', 'EUR', 'rosa', 'maria', 'mateo']	@user52	💰📺 ¿Por qué mientras España atraviesa una grave crisis económica el Gobierno incrementa en un 38% su asignación pública a TVE? . 💸 472 millones de €. ➕ 130 millones de € más que el año pasado. En @user hemos preguntado a Rosa María Mateo. ⬇ HILO ⬇
0.0	0.1131	crisis, empleo, plan, necesitar, economico, empresa, trabajador, cambio, social, sector, medida, ayuda, canario, economia, autonomo, paro, ayudar, laboral, erte, situacion	['alfonso', 'hostelero', 'iniciar', 'huelga', 'hambre', 'torrijo', 'gobierno', 'page', 'prohibir', 'recibir', 'ayuda', 'sostener', 'negocio', 'hosteleria', 'criminal']	@user52	Se llama Alfonso, es hostelero, tiene 52 años y hoy inicia una huelga de hambre en Torrijos. El Gobierno de Page le prohíbe trabajar desde enero y no recibe ayudas para sostener su negocio. . Lo que están haciendo con nuestra hostelería es criminal.
5.0	0.1036	perder, noticia, palabra, debate, sacar, mentira, verguenza, razon, foto, servir, valer, duda, idea, demostrar, faltar, red, prensa, diario, informacion, publicar	['definitiva', 'demostrar', 'perseverancia', 'fruto', 'paso', 'español', 'manipulador', 'cintoro', 'tertuliano', 'progre', 'sintonizar']	@user52	En definitiva, desde @user hemos demostrado que la perseverancia en el trabajo da sus frutos. Estamos a un paso de conseguir que los españoles no vuelvan a ver al manipulador Cintora y a sus tertulianos progres cuando sintonicen TVE. ¡Cierra al salir!. [#POLITICAL_PARTY] 💪🇪🇸
6.0	0.1263	congreso, acuerdo, presidente, comision, ministro, europeo, europa, pleno, presentar, diputado, fondo, grupo, ministra, gobierno, propuesta, reunion, mesa, consejo, control, portavoz	['constituido', 'comision', 'agricultura', 'congreso', 'mano', 'obra', 'defender', 'campo', 'español', 'cuestionar', 'acuerdo', 'firmado', 'osur', 'asociacion', 'sector', 'causar', 'perdida', 'millonario']	@user52	🚜 Esta semana se ha constituido la Comisión de Agricultura en el Congreso y desde [POLITICAL_PARTY] ya nos hemos puesto manos a la obra para defender el campo español. Cuestionaremos el acuerdo firmado con Mercosur que, según todas las asociaciones del sector, causará pérdidas millonarias.
9.0	0.1934	millon, andalucia, euro, presupuesto, apoyar, permitir, mantener, dinero, EUR, recibir, alto, punto, provincia, obra, suponer, dato, andaluz, junta, region, pge	['barco', 'abandonado', 'diputacion', 'toledo', 'ribadeo', 'lugo', 'parado', 'costar', 'EUR', 'pagar', 'EUR', 'tasa', 'portuario', 'dinero', 'depuradora', 'deposito', 'agua', 'agricultor', 'ganadero']	@user52	Desde 2015 hay un barco abandonado de la diputación de Toledo en Ribadeo (Lugo). 🔐 5 años parado. 💰 Costó 344.850€. 💸 Hay que pagar 2.000€ al año de tasas portuarias. Pero luego no hay dinero para depuradoras y depósitos de agua para nuestros agricultores y ganaderos 😡
11.0	0.1305	casa, contar, mano, calle, historia, celebrar, feliz, alcalde, vecino, periodista, policia, libro, noche, seguro, puerta, entrevista, barrio, disfrutar, aprender, convertir	['feliz', 'inmaculada', 'oportunidad', 'celebrar', 'patrona', 'academia', 'infanteria', 'toledo', 'soldado', 'noble']	@user52	¡Felíz día de la Inmaculada! . He tenido la oportunidad de celebrar el día de nuestra Patrona en la Academia de Infantería de Toledo junto a @user @user y los soldados con los valores más nobles del mundo 💪🇪🇦
8.0	0.1062	mujer, violencia, hombre, odio, joven, niño, sufrir, menor, cara, genero, escribir, condenar, miedo, voz, denunciar, libre, machista, matar, pena, discurso	['izquierda', 'normalizar', 'invasion', 'migratorio', 'reportaje', 'chantaje', 'emocional', 'español', 'normal', 'africano', 'españa', 'advertir', 'comision', 'rtve']	@user52	La izquierda utiliza TVE para normalizar la invasión migratoria. . Este reportaje es un chantaje emocional a los españoles para hacerles creer que es normal que miles de africanos entren en España. Lo advertí hace unos días en la Comisión de RTVE: .
1.0	0.1095	futuro, proyecto, equipo, enhorabuena, compromiso, compartir, tierra, honor, orgullo, camino, esfuerzo, oportunidad, merecer, cultura, unir, dificil, suerte, participar, apoyo, acompañar	['izquierda', 'acostumbrado', 'mofar', 'creencia', 'millon', 'español', 'impunidad', 'dificil', 'enhorabuena', 'toledano', 'lograr', 'retirar', 'bazofia', 'espacio', 'publico']	@user52	La izquierda está acostumbrada a mofarse de las creencias de millones de españoles con total impunidad. Con [POLITICAL_PARTY] lo tienen difícil. Enhorabuena @user @user y a todos los toledanos que han logrado que se retire esta bazofia de los espacios públicos de la ciudad.
9.0	0.1332	millon, andalucia, euro, presupuesto, apoyar, permitir, mantener, dinero, EUR, recibir, alto, punto, provincia, obra, suponer, dato, andaluz, junta, region, pge	['tramo', 'tren', 'alcanzar', 'km/h', 'conductor', 'sufrir', 'ance', 'caso', 'cito', 'conductor', 'calar', 'coche', 'producir', 'accidente', 'elevar', 'paso', 'barrera', 'paso', 'subterraneo', 'evitar', 'accidente']	@user52	@user @user En algunos tramos los trenes alcanzan 150km/h y si los conductores sufren algún percance (en el caso que cito, al conductor se le caló el coche), se producen accidentes. Si se elevan los pasos, se utilizan barreras o se hacen pasos subterráneos, se evitarían estos accidentes 🤔
9.0	0.1976	millon, andalucia, euro, presupuesto, apoyar, permitir, mantener, dinero, EUR, recibir, alto, punto, provincia, obra, suponer, dato, andaluz, junta, region, pge	['talavera', 'reina', 'andar', 'casa', 'padre', 'estacion', 'autobus', 'cruzar', 'negocio', 'cerrado', 'millon', 'euro', 'supuestamente', 'castilla', 'mancha', 'destinar', 'reactivar', 'talavera']	@user52	En Talavera de la Reina. He ido andando a la casa de mis padres desde la estación de autobuses (unos 10 minutos) y me he cruzado con todos estos negocios cerrados. ¿A dónde van los millones de euros que supuestamente el [POLITICAL_PARTY] de Castilla La Mancha destina para reactivar Talavera?
9.0	0.1275	millon, andalucia, euro, presupuesto, apoyar, permitir, mantener, dinero, EUR, recibir, alto, punto, provincia, obra, suponer, dato, andaluz, junta, region, pge	['talaverano', 'harto', 'via', 'acceso', 'carril', 'caso', 'entrada', 'puente', 'alb', 'suponer', 'peligro', 'estrechamiento', 'dinero', 'impuesto', 'proteger', 'seguridad']	@user52	Los talaveranos estamos hartos de que todas las vías de acceso a la ciudad sean de un solo carril. En el caso de la entrada por el puente del Alberche además supone un peligro por su estrechamiento. ¿Por qué no utilizan el dinero de los impuestos para proteger nuestra seguridad?
13.0	0.1496	partido, votar, derecha, politico, voto, eleccion, ganar, izquierda, gobernar, cataluña, mayoria, pacto, campaña, favor, oposicion, catalan, elegir, pactar, juez, electoral	['toledo', 'repartir', 'escaño', 'eleccion', 'arrebatar', 'sexto', 'escaño', 'eleccion', 'evitar', 'sexto', 'escaño', 'demostrar', 'mentir', 'mentiroso']	@user52	En Toledo se reparten 6 escaños. ✅ En las elecciones del #28A, [POLITICAL_PARTY] arrebató el sexto escaño a Podemos. ✅ En las elecciones del #10N, evitamos que el sexto escaño fuese para el [POLITICAL_PARTY]. Otro ejemplo que demuestra que Pablo Casado miente. #CasadoMentiroso 🤥
5.0	0.1278	perder, noticia, palabra, debate, sacar, mentira, verguenza, razon, foto, servir, valer, duda, idea, demostrar, faltar, red, prensa, diario, informacion, publicar	['periodista', 'pepe', 'intervencion', 'parlamentario', 'facebook', 'censura', 'responder', 'terminar', 'manipular', 'conversacion', 'publicar']	@user52	⚠📰 Un periodista de Lo País me preguntó hace unos días por qué utilicé a Pepe the Frog en una intervención parlamentaria sobre Facebook y la censura. Preferí no responderle. Pensé que terminaría manipulando mi conversación. Hoy publican esto. ⬇ ¿Por qué la utilice? ⬇
9.0	0.0977	millon, andalucia, euro, presupuesto, apoyar, permitir, mantener, dinero, EUR, recibir, alto, punto, provincia, obra, suponer, dato, andaluz, junta, region, pge	['introduccion', 'concepto', 'ambiguo', 'incitacion', 'odio', 'escudo', 'agencia', 'verificacion', 'aplicacion', 'mordaza', 'acallar', 'atemorizar', 'usuario']	@user52	"¿Cómo? Con la introducción del concepto ambiguo de la ""incitación al odio"" y el escudo de las agencias de verificación. Han utilizado a [POLITICAL_PARTY] como primer ejemplo de la aplicación de su mordaza. No lo hacen solo para acallar a [POLITICAL_PARTY], lo hacen para atemorizar al resto de los usuarios."
7.0	0.0977	vida, familia, recordar, victima, amigo, eta, hijo, memoria, padre, olvidar, muerte, luchar, civil, fuerte, compañero, nombre, morir, vasco, abrazo, paz	['campaña', 'dijistir', 'traer', 'recuerdo', 'dister', 'cariño', 'comenzar', 'españa', 'sesion', 'constitutivo']	@user52	Durante la campaña fuisteis muchos los que me dijisteis que este momento llegaría. Hoy me he traído recuerdos que me disteis con tanto cariño esos días 😉✌. Comenzamos #PorEspaña 💪🇪🇦. #SesiónConstitutiva
0.0	0.1183	crisis, empleo, plan, necesitar, economico, empresa, trabajador, cambio, social, sector, medida, ayuda, canario, economia, autonomo, paro, ayudar, laboral, erte, situacion	['evidente', 'agenda', 'politica', 'reemplazo', 'demografico', 'pueblo', 'toledo', 'necesitar', 'servicio', 'publico', 'calidad', 'inversion', 'generar', 'empleo', 'inmigrante']	@user52	Cada día que pasa es más evidente que hay una agenda política que busca un reemplazo demográfico. Los pueblos de Toledo necesitan servicios públicos de calidad e inversiones que generen empleo, no inmigrantes.
10.0	0.0879	derecho, ley, social, cumplir, justicia, igualdad, aprobar, paso, lucha, real, garantizar, avanzar, sociedad, seguridad, vivienda, historico, pension, dadania, lograr, proteccion	['encantar', 'toledo']	@user52	Me encanta Toledo. No dejéis de venir ⚔🇪🇦. #LoNuestroPrimero
5.0	0.1227	perder, noticia, palabra, debate, sacar, mentira, verguenza, razon, foto, servir, valer, duda, idea, demostrar, faltar, red, prensa, diario, informacion, publicar	['twitter', 'censura', 'twitter', 'proteger', 'delincuente', 'twitter', 'victima', 'responder', 'tribunal']	@user52	¿Por qué Twitter censura a los ciudadanos?. ¿Por qué Twitter protege a los delincuentes?. ¿Por qué para Twitter hay víctimas de primera y de segunda?. Algún día @user @user tendrán que responder ante un Tribunal.
5.0	0.1296	perder, noticia, palabra, debate, sacar, mentira, verguenza, razon, foto, servir, valer, duda, idea, demostrar, faltar, red, prensa, diario, informacion, publicar	['estreno', 'congreso', 'youtube', 'discurso', 'visto', 'diferencia', 'instagram', 'discurso', 'facebook', 'pagina', 'crecer', 'interaccion', 'twitter']	@user52	El estreno de [POLITICAL_PARTY] en el Congreso:. ✅ Youtube: el discurso de @user fue el más visto y con diferencia. ✅ Instagram: el discurso con más ❤. ✅ Facebook: la página de [POLITICAL_PARTY] fue la que más creció y más interacciones tuvo. ✅ Twitter: #Abascal fue 1º TT. . ⬇ HILO ⬇
6.0	0.1146	congreso, acuerdo, presidente, comision, ministro, europeo, europa, pleno, presentar, diputado, fondo, grupo, ministra, gobierno, propuesta, reunion, mesa, consejo, control, portavoz	['informe', 'semanal', 'dedicar', 'cuestionar', 'monarquia', 'pleno', 'crisis', 'sanitario', 'monarquia', 'alarma', 'titular', 'pretender', 'reportaje', 'cacerolada', 'rey', 'responder', 'rosa', 'maria', 'mateo']	@user52	👑 El 22 de marzo, Informe Semanal se dedicó a cuestionar la Monarquía en plena crisis sanitaria. “Monarquía en estado de alarma”, lo titularon. ¿Qué pretendían con ese reportaje, la misma semana de la cacerolada de Podemos contra el Rey? A ver que nos responde Rosa María Mateo.
11.0	0.1317	casa, contar, mano, calle, historia, celebrar, feliz, alcalde, vecino, periodista, policia, libro, noche, seguro, puerta, entrevista, barrio, disfrutar, aprender, convertir	['realidad', 'almacenar', 'comida', 'previo', 'civiles', 'refugiar', 'alcazar', 'nave', 'trigo', 'kilometro', 'noche', 'saco', 'caballo', 'lograr', 'resistir']	@user52	@user @user En realidad no almacenaron comida los días previos. Uno de los civiles que se refugiaba en el Alcázar sabía que había una nave con trigo a pocos kilómetros. Y por la noche iban a por sacos. Con eso y con los caballos que tenían dentro lograron resistir.
8.0	0.1473	mujer, violencia, hombre, odio, joven, niño, sufrir, menor, cara, genero, escribir, condenar, miedo, voz, denunciar, libre, machista, matar, pena, discurso	['izquierda', 'importar', 'logro', 'gentuza', 'violencia', 'violacion', 'orden', 'tocar', 'joven', 'seseña', 'sufrir', 'consecuencia', 'inmigracion', 'descontrolado', 'expulsion', 'cumplir', 'pena']	@user52	La izquierda está importando, como si fuera un logro, gentuza de países donde la violencia y las violaciones están a la orden del día. Esta vez le ha tocado a una joven de Seseña sufrir las consecuencias de la inmigración descontrolada. ¡Expulsión y que cumpla pena en su país!
2.0	0.1076	libertad, defender, español, españa, democracia, frente, pueblo, apoyo, fuerza, defensa, rey, respeto, constitucion, democratico, unidad, presidente, reconocer, interes, nacional, guerra	['recoger', 'acta', 'diputado', 'firme', 'conviccion', 'defender', 'españa', 'olvidar', 'españa']	@user52	Recojo mi acta de diputado con la única y firme convicción de defender a España. No hay nada más importante que eso y no habrá día que lo olvide. . #PorEspaña 💪🇪🇸
1.0	0.1208	futuro, proyecto, equipo, enhorabuena, compromiso, compartir, tierra, honor, orgullo, camino, esfuerzo, oportunidad, merecer, cultura, unir, dificil, suerte, participar, apoyo, acompañar	['agradecer', 'cariño', 'recibir', 'compañero', 'natal', 'monda', 'placer', 'enseñar', 'talavera', 'reina', 'costumbre']	@user52	También quiero agradecer el cariño que he recibido estos días de los compañeros de mi ciudad natal. Gracias @user por el día de hoy en Las Mondas. Ha sido un placer enseñar a @user Talavera de la Reina y sus costumbres.
13.0	0.1183	partido, votar, derecha, politico, voto, eleccion, ganar, izquierda, gobernar, cataluña, mayoria, pacto, campaña, favor, oposicion, catalan, elegir, pactar, juez, electoral	['reunir', 'afiliado', 'toledo', 'equipo', 'analizar', 'resultado', 'electoral', 'razon', 'comun', 'coherencia', 'demostracion', 'herramienta', 'util', 'españa', 'vivo']	@user52	📷 Hoy me he reunido con más de 200 afiliados de Toledo junto a @user y el equipo de @user. Hemos analizado los buenos resultados electorales y las razones: sentido común, coherencia y la demostración de que somos una herramienta útil para la #EspañaViva 💪🇪🇦
6.0	0.1339	congreso, acuerdo, presidente, comision, ministro, europeo, europa, pleno, presentar, diputado, fondo, grupo, ministra, gobierno, propuesta, reunion, mesa, consejo, control, portavoz	['brazo', 'cruzado', 'partidista', 'registrar', 'pregunta', 'congreso', 'direccion', 'explicar', 'escrito', 'rosa', 'maria', 'mateo', 'incumplir', 'palabra', 'dimitir']	@user52	📺 Desde [POLITICAL_PARTY] no vamos a quedarnos de brazos cruzados ante el uso partidista que hacen el [POLITICAL_PARTY] y Podemos de TVE. . 📝 Hoy he registrado dos preguntas en el Congreso para que la dirección explique por escrito:. 1⃣ ¿Por qué Rosa María Mateo ha incumplido su palabra de dimitir?
