label	gender	profession	ideology_binary	ideology_multiclass	1	2	3	4	5	6	7	8	9	10	11	12	13	14
@user80	male	politician	left	moderate_left	0.01794928825622776	0.05047375444839858	0.011361209964412812	0.0021730427046263347	0.002562277580071174	0.013987989323843415	0.06731761565836299	0.02786032028469751	0.013369661921708183	0.018865658362989323	0.07482873665480427	0.002253113879003559	0.014779804270462634	0.004237099644128114
@user82	female	journalist	left	moderate_left	0.013182829181494663	0.012973754448398577	0.008276245551601424	0.013540925266903914	0.008247330960854093	0.05037366548042704	0.00199288256227758	0.022121886120996442	0.03852758007117438	0.007815836298932384	0.0	0.08928603202846974	0.01798932384341637	0.0
@user83	female	politician	right	right	0.0113211743772242	0.0362144128113879	0.015791814946619215	0.015898576512455517	0.015673932384341636	0.0	0.05672597864768683	0.022508896797153025	0.01559163701067616	0.02676379003558719	0.05770462633451958	0.007960409252669038	0.03362099644128114	0.024457295373665477
@user84	male	journalist	right	right	0.00427491103202847	0.004555160142348754	0.05378336298932384	0.009699733096085409	0.02019572953736655	0.04031138790035587	0.03947286476868327	0.04084741992882562	0.04560943060498221	0.01553158362989324	0.004673042704626335	0.01743994661921708	0.0023242882562277576	0.016434608540925266
@user85	male	politician	right	moderate_right	0.046952846975088974	0.08125222419928826	0.022773576512455516	0.017184163701067616	0.01209964412811388	0.0	0.010738434163701068	0.03437277580071174	0.01136788256227758	0.02088300711743772	0.01057161921708185	0.019219306049822065	0.021496886120996442	0.0340547153024911
@user86	female	politician	right	moderate_right	0.05266014234875444	0.026354537366548046	0.05480427046263345	0.034922153024911036	0.027649021352313168	0.021583629893238435	0.02170818505338078	0.016906138790035587	0.012858096085409254	0.022915925266903912	0.005720640569395017	0.017413256227758005	0.0023576512455516013	0.02356094306049822
@user87	male	journalist	left	moderate_left	0.004437277580071175	0.06513567615658362	0.007121886120996442	0.04103202846975089	0.004092526690391459	0.029891014234875446	0.006510231316725977	0.007893683274021353	0.011568060498220642	0.04067838078291815	0.002137455516014235	0.07179048042704626	0.008812277580071174	0.008029359430604982
@user89	female	politician	left	moderate_left	0.011783807829181496	0.01594750889679715	0.022015124555160144	0.004110320284697508	0.012068505338078291	0.021174377224199285	0.022477758007117436	0.06926379003558719	0.03288033807829181	0.012413256227758008	0.007248665480427045	0.0160364768683274	0.016734875444839856	0.021915035587188613
@user9	female	politician	right	moderate_right	0.018093861209964413	0.02415258007117438	0.032582295373665485	0.023129448398576516	0.011361209964412809	0.012709074733096085	0.04902135231316726	0.010046708185053382	0.007497775800711744	0.016921708185053383	0.03810275800711744	0.005151245551601424	0.07931494661921708	0.004795373665480427
@user91	male	politician	left	left	0.01818282918149466	0.017540035587188613	0.014457295373665479	0.008854537366548043	0.015949733096085408	0.12849421708185052	0.0022219750889679716	0.021205516014234878	0.007513345195729537	0.00515346975088968	0.022310943060498217	0.024775355871886125	0.018899021352313167	0.016092081850533808
@user92	female	journalist	left	left	0.008158362989323844	0.010791814946619217	0.03912144128113879	0.044101423487544485	0.0040235765124555165	0.06274021352313168	0.017404359430604983	0.016161032028469753	0.02237544483985765	0.0021641459074733093	0.023233985765124553	0.019555160142348753	0.020322508896797153	0.011334519572953738
@user93	male	journalist	right	right	0.016216637010676157	0.0024354982206405695	0.014212633451957295	0.024942170818505336	0.02813834519572954	0.036209964412811387	0.009750889679715304	0.031530249110320284	0.09916147686832742	0.036396797153024914	0.0069417259786476865	0.024272686832740212	0.006485765124555159	0.006254448398576512
@user94	male	politician	right	moderate_right	0.04430160142348755	0.02113879003558719	0.03977535587188612	0.028727758007117438	0.031203291814946618	0.011247775800711745	0.03529804270462633	0.03340302491103203	0.00466414590747331	0.021243327402135234	0.0027157473309608543	0.012680160142348754	0.007286476868327403	0.041921708185053384
@user95	male	politician	left	moderate_left	0.015091192170818505	0.0257673487544484	0.007522241992882562	0.018165035587188613	0.013044928825622776	0.033580960854092526	0.03618327402135232	0.013803380782918151	0.03650355871886121	0.012758007117437723	0.045326957295373664	0.00820729537366548	0.020731761565836296	0.04025355871886121
@user96	female	politician	right	moderate_right	0.0	0.00468193950177936	0.04690836298932385	0.01324955516014235	0.027262010676156585	0.021837188612099642	0.01653914590747331	0.026939501779359432	0.041472419928825624	0.0025155693950177937	0.012397686832740215	0.0071241103202846975	0.009403914590747332	0.09490658362989325
@user97	female	politician	left	moderate_left	0.004472864768683274	0.06999332740213524	0.009535142348754447	0.03931717081850534	0.02320284697508897	0.005213523131672598	0.025020017793594307	0.009877669039145907	0.027455516014234876	0.004661921708185053	0.04320507117437722	0.019726423487544484	0.04257784697508897	0.007215302491103203
@user98	male	journalist	left	left	0.009619661921708185	0.00940391459074733	0.02212855871886121	0.011301156583629894	0.002215302491103203	0.05196396797153025	0.004839857651245552	0.020747330960854092	0.11854092526690392	0.008923487544483986	0.013182829181494663	0.021866103202846973	0.02185275800711744	0.008329626334519573
@user99	male	politician	left	left	0.035845195729537364	0.01831405693950178	0.02296040925266904	0.013031583629893238	0.03661699288256228	0.03494661921708185	0.013276245551601423	0.020522686832740212	0.009190391459074734	0.010831850533807828	0.02285364768683274	0.011483540925266903	0.04361654804270462	0.04037588967971531
